absence_id,employee_id,base_code,role,absence_type,start_date,end_date,days_absent,approved
ABS001669,EMP01874,EZE,Piloto Copiloto,Permiso Sin Goce,2024-06-13,2024-06-22,9,1
ABS001670,EMP00753,SCL,Supervisor Operaciones,Permiso Sin Goce,2022-10-10,2022-10-19,9,1
ABS001671,EMP00175,GRU,Agente Check-in,Licencia Medica,2022-10-13,2022-11-05,23,0
ABS001672,EMP00025,SCL,Tripulante Cabina Senior,Licencia Medica,2022-05-29,2022-06-26,28,1
ABS001673,EMP01991,MIA,Piloto Comandante,Licencia Medica,2022-10-16,2022-10-31,15,1
ABS001674,EMP01252,SCL,Ground Staff,Vacaciones,2023-11-11,2023-11-27,16,1
ABS001675,EMP00111,SCL,Agente Check-in,Ausencia Injustificada,2024-07-08,2024-07-12,4,1
ABS001676,EMP01645,MAD,Agente Check-in,Vacaciones,2024-11-23,2024-11-30,7,1
ABS001677,EMP01024,SCL,TCABIN,Accidente Laboral,2023-07-30,2023-08-05,6,1
ABS001678,EMP00088,GRU,Ground Staff,Accidente Laboral,2023-01-18,2023-01-26,8,1
ABS001679,EMP01883,SCL,Tripulante Cabina,Permiso Sin Goce,2023-03-13,2023-03-14,1,1
ABS001680,EMP00211,EZE,Piloto Copiloto,Vacaciones,2024-06-18,2024-07-04,16,1
ABS001681,EMP00819,BOG,Tripulante Cabina,Vacaciones,2023-12-19,2024-01-05,17,1
ABS001682,EMP00717,SCL,Agente Check-in,Licencia Medica,2023-02-22,2023-03-20,26,1
ABS001683,EMP01286,SCL,Tripulante Cabina,Licencia Medica,2024-12-13,2025-01-09,27,1
ABS001684,EMP01048,BOG,Tripulante Cabina Senior,Licencia Medica,2023-11-21,2023-12-18,27,1
ABS001685,EMP00007,SCL,Tecnico Mantencion,Licencia Medica,2022-10-23,2022-10-30,7,1
ABS001686,EMP01552,LIM,Supervisor Operaciones,Licencia Medica,2023-07-30,2023-07-31,1,0
ABS001687,EMP01128,SCL,Piloto Comandante,Licencia Medica,2024-09-10,2024-09-17,7,1
ABS001688,EMP00903,GRU,Tripulante Cabina,Licencia Medica,2023-09-13,2023-09-20,7,1
ABS001689,EMP01446,MAD,Tecnico Mantencion,Accidente Laboral,2022-11-18,2022-11-19,1,1
ABS001690,EMP01468,GRU,Piloto Comandante,Licencia Medica,2024-07-29,2024-08-15,17,1
ABS001691,EMP00835,MAD,Ground Staff,Vacaciones,2024-07-21,2024-08-10,20,1
ABS001692,EMP00005,BOG,Tripulante Cabina Senior,Licencia Medica,2022-03-31,2022-04-30,30,1
ABS001693,EMP00122,EZE,Seguridad,Licencia Medica,2024-02-21,2024-03-12,20,1
ABS001694,EMP00905,MAD,Ground Staff,Vacaciones,2022-08-22,2022-09-07,16,1
ABS001695,EMP00238,SCL,Ground Staff,Capacitacion,2024-01-30,2024-02-03,4,1
ABS001696,EMP01813,SCL,Tripulante Cabina Senior,Vacaciones,2023-12-01,2023-12-10,9,0
ABS001697,EMP01376,SCL,Piloto Copiloto,Vacaciones,2022-08-31,2022-09-11,,1
ABS001698,EMP01442,MIA,Tripulante Cabina Senior,Licencia Medica,2022-05-01,2022-05-10,9,1
ABS001699,EMP00909,GRU,Tecnico Mantencion,Licencia Medica,2024-07-01,2024-07-13,12,1
ABS001700,EMP01809,BOG,Tripulante Cabina Senior,Licencia Medica,2024-01-02,2024-01-06,4,
ABS001701,EMP01104,SCL,Agente Check-in,Vacaciones,2024-01-26,2024-02-06,11,1
ABS001702,EMP00806,MAD,Agente Check-in,Vacaciones,2022-06-23,2022-07-13,20,1
ABS001703,EMP00868,SCL,Piloto Comandante,Permiso Sin Goce,2024-10-16,2024-10-26,10,
ABS001704,EMP01201,SCL,Tripulante Cabina,Ausencia Injustificada,2024-09-13,2024-09-18,5,1
ABS001705,EMP01679,SCL,Piloto Copiloto,Vacaciones,2022-01-13,2022-01-23,10,1
ABS001706,EMP00779,SCL,Ground Staff,Vacaciones,2022-01-19,2022-02-07,19,1
ABS001707,EMP00026,EZE,Tripulante Cabina Senior,Licencia Medica,2023-01-27,2023-02-09,13,
ABS001708,EMP01754,BOG,Ground Staff,Vacaciones,2023-06-20,2023-07-01,11,1
ABS001709,EMP00104,GRU,Agente Check-in,Capacitacion,2023-06-11,2023-06-15,4,1
ABS001710,EMP01235,MIA,Tripulante Cabina,Licencia Medica,2024-09-02,2024-09-24,22,
ABS001711,EMP00642,BOG,Seguridad,Capacitacion,2022-02-06,2022-02-10,4,1
ABS001712,EMP01581,EZE,Tecnico Mantencion,Capacitacion,2024-07-05,2024-07-10,5,1
ABS001713,EMP01926,LIM,Tripulante Cabina Senior,Licencia Medica,2022-07-31,2022-08-11,11,1
ABS001714,EMP00636,EZE,Agente Check-in,Licencia Medica,2022-08-07,2022-08-17,10,1
ABS001715,EMP01258,SCL,Tecnico Mantencion,Accidente Laboral,2022-10-02,2022-10-05,3,1
ABS001716,EMP01090,MAD,Tecnico Mantencion,Vacaciones,2024-10-07,2024-10-20,13,0
ABS001717,EMP00354,LIM,Tripulante Cabina Senior,Vacaciones,2022-04-09,2022-04-26,17,1
ABS001718,EMP00229,SCL,Tripulante Cabina Senior,Vacaciones,2024-07-11,2024-07-31,20,1
ABS001719,EMP01691,LIM,Ground Staff,Vacaciones,2024-07-19,2024-08-07,19,1
ABS001720,EMP00604,GRU,Piloto Copiloto,Capacitacion,2022-01-03,2022-01-05,2,1
ABS001721,EMP01026,BOG,Piloto Comandante,Vacaciones,2024-03-02,2024-03-21,,1
ABS001722,EMP01402,SCL,Tecnico Mantencion,Licencia Medica,2022-07-09,2022-08-06,28,1
ABS001723,EMP00646,LIM,Tripulante Cabina,Permiso Sin Goce,2022-01-20,2022-01-30,10,1
ABS001724,EMP00118,BOG,Piloto Copiloto,Licencia Medica,2024-01-15,2024-02-02,18,1
ABS001725,EMP01779,MAD,Tripulante Cabina,Vacaciones,2024-07-20,2024-08-08,19,0
ABS001726,EMP01507,EZE,Tripulante Cabina Senior,Licencia Medica,2023-06-13,2023-07-12,29,1
ABS001727,EMP01585,GRU,Ground Staff,Licencia Medica,2024-12-12,2025-01-02,21,1
ABS001728,EMP01529,GRU,Piloto Copiloto,Vacaciones,2023-09-28,2023-10-17,19,1
ABS001729,EMP01628,GRU,Tripulante Cabina,Licencia Medica,2023-01-19,2023-01-30,11,1
ABS001730,EMP00745,LIM,Ground Staff,Licencia Medica,2023-01-05,2023-01-22,17,1
ABS001731,EMP01757,GRU,Tecnico Mantencion,Accidente Laboral,2023-04-08,2023-04-17,9,1
ABS001732,EMP00086,LIM,Ground Staff,Permiso Sin Goce,2022-03-13,2022-03-23,10,0
ABS001733,EMP00792,SCL,Tecnico Mantencion,Licencia Medica,2024-05-03,2024-05-25,22,1
ABS001734,EMP00280,LIM,Administrativo,Permiso Sin Goce,2024-07-13,2024-07-23,10,1
ABS001735,EMP00064,GRU,Tecnico Mantencion,Vacaciones,2022-04-04,2022-04-17,13,1
ABS001736,EMP01893,GRU,Ground Staff,Vacaciones,2024-03-16,2024-04-04,19,1
ABS001737,EMP00350,MIA,Tripulante Cabina,Vacaciones,2022-04-06,2022-04-20,14,1
ABS001738,EMP00635,GRU,Agente Check-in,Vacaciones,2023-05-29,2023-06-07,9,1
ABS001739,EMP01721,GRU,Agente Check-in,Licencia Medica,2024-07-18,,1,1
ABS001740,EMP00027,BOG,Ground Staff,Licencia Medica,2022-10-23,2022-11-04,12,1
ABS001741,EMP00632,GRU,Ground Staff,Vacaciones,2023-09-12,2023-09-21,9,1
ABS001742,EMP01882,SCL,Tripulante Cabina,Licencia Medica,2023-07-08,2023-08-04,27,0
ABS001743,EMP01339,EZE,Tripulante Cabina,Vacaciones,2022-08-17,2022-09-04,18,1
ABS001744,EMP00203,GRU,Agente Check-in,Licencia Medica,2022-02-14,2022-03-08,22,1
ABS001745,EMP01655,SCL,Tripulante Cabina Senior,Vacaciones,2023-06-16,2023-07-01,15,1
ABS001746,EMP01573,BOG,Piloto Copiloto,Vacaciones,2023-04-17,2023-05-01,14,1
ABS001747,EMP00974,LIM,Agente Check-in,Ausencia Injustificada,2022-10-10,2022-10-14,,1
ABS001748,EMP01225,MIA,Tripulante Cabina,Capacitacion,2022-02-07,,4,
ABS001749,EMP00571,SCL,Ground Staff,Permiso Sin Goce,2023-09-13,2023-09-21,8,1
ABS001750,EMP00181,MAD,Agente Check-in,Vacaciones,2023-05-05,2023-05-13,8,1
ABS001751,EMP00466,BOG,Tripulante Cabina Senior,Licencia Medica,2024-07-18,2024-08-05,18,1
ABS001752,EMP01160,GRU,Supervisor Operaciones,Capacitacion,2022-09-20,2022-09-23,3,1
ABS001753,EMP00359,EZE,Tripulante Cabina,Licencia Medica,2023-12-05,2024-01-03,29,0
ABS001754,EMP01492,SCL,Piloto Comandante,Licencia Medica,2024-02-08,2024-03-07,28,1
ABS001755,EMP01949,BOG,Tripulante Cabina,Capacitacion,2023-07-03,2023-07-07,4,1
ABS001756,EMP00661,BOG,Supervisor Operaciones,Licencia Medica,2023-10-13,2023-10-19,6,1
ABS001757,EMP01695,GRU,Supervisor Operaciones,Accidente Laboral,2023-05-10,2023-05-20,,1
ABS001758,EMP00520,LIM,Ground Staff,Capacitacion,2024-07-29,2024-08-02,4,0
ABS001759,EMP01988,BOG,Supervisor Operaciones,Vacaciones,2023-11-30,2023-12-09,9,1
ABS001760,EMP00400,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2023-10-03,2023-10-07,4,1
ABS001761,EMP01051,SCL,Piloto Copiloto,Vacaciones,2022-09-07,2022-09-22,15,1
ABS001762,EMP01337,BOG,Piloto Comandante,Vacaciones,2022-02-22,2022-03-09,15,1
ABS001763,EMP01609,SCL,Tripulante Cabina,Vacaciones,2023-01-15,2023-02-02,18,1
ABS001764,EMP00538,SCL,Tripulante Cabina,Capacitacion,2023-04-15,2023-04-18,3,1
ABS001765,EMP00431,MIA,Tripulante Cabina Senior,Vacaciones,2023-01-25,2023-02-08,14,1
ABS001766,EMP01255,BOG,Tripulante Cabina Senior,Licencia Medica,2024-12-30,2025-01-07,8,1
ABS001767,EMP01692,SCL,Tripulante Cabina Senior,Licencia Medica,2022-07-07,2022-07-28,21,0
ABS001768,EMP00799,EZE,Ground Staff,Vacaciones,2024-07-13,2024-07-30,17,1
ABS001769,EMP01564,GRU,Piloto Comandante,Vacaciones,2023-08-19,2023-09-01,13,1
ABS001770,EMP01445,EZE,Tecnico Mantencion,Licencia Medica,2024-05-12,,5,1
ABS001771,EMP01717,LIM,Agente Check-in,Permiso Sin Goce,2024-07-15,2024-07-22,7,1
ABS001772,EMP00619,GRU,Tripulante Cabina Senior,Accidente Laboral,2023-07-19,2023-07-24,5,1
ABS001773,EMP00749,SCL,Tripulante Cabina,Permiso Sin Goce,2022-07-17,2022-07-26,9,1
ABS001774,EMP00569,LIM,Piloto Comandante,Permiso Sin Goce,2022-01-25,2022-02-01,7,1
ABS001775,EMP00906,SCL,Ground Staff,Vacaciones,2024-06-30,2024-07-13,13,1
ABS001776,EMP00555,JFK,Piloto Copiloto,Accidente Laboral,2024-06-02,2024-06-12,10,1
ABS001777,EMP00835,GRU,Tripulante Cabina,Vacaciones,2024-05-29,2024-06-15,17,1
ABS001778,EMP00427,SCL,Ground Staff,Licencia Medica,2022-01-03,2022-01-18,15,1
ABS001779,EMP00741,GRU,Ground Staff,Licencia Medica,2023-02-25,2023-03-03,6,1
ABS001780,EMP00962,LIM,Agente Check-in,Capacitacion,2022-07-07,2022-07-08,1,
ABS001781,EMP00524,GRU,Tripulante Cabina Senior,Capacitacion,2022-09-10,2022-09-13,3,1
ABS001782,EMP00701,EZE,Piloto Copiloto,Vacaciones,2023-07-17,2023-07-26,9,1
ABS001783,EMP00476,MIA,Tripulante Cabina,Accidente Laboral,2024-12-02,2024-12-10,8,0
ABS001784,EMP01625,LIM,Agente Check-in,Accidente Laboral,2022-02-24,2022-02-28,4,1
ABS001785,EMP00617,SCL,Agente Check-in,Vacaciones,2022-07-29,2022-08-18,,1
ABS001786,EMP00890,GRU,Administrativo,Permiso Sin Goce,2024-07-06,2024-07-10,4,1
ABS001787,EMP01296,MAD,Supervisor Operaciones,Permiso Sin Goce,2022-01-13,2022-01-14,1,1
ABS001788,EMP00641,SCL,Tripulante Cabina,Capacitacion,2024-07-28,2024-07-31,,1
ABS001789,EMP01684,LIM,Piloto Comandante,Vacaciones,2023-03-15,,12,1
ABS001790,EMP01799,GRU,Ground Staff,Vacaciones,2022-05-12,2022-05-27,15,1
ABS001791,EMP00224,JFK,Agente Check-in,Vacaciones,2024-01-20,2024-02-07,18,1
ABS001792,EMP00864,LIM,Administrativo,Vacaciones,2022-09-28,2022-10-10,12,0
ABS001793,EMP00341,EZE,Piloto Copiloto,Vacaciones,2023-02-22,2023-03-06,12,1
ABS001794,EMP01707,LIM,Seguridad,Vacaciones,2022-06-11,2022-07-02,21,
ABS001795,EMP00948,BOG,Tecnico Mantencion,Capacitacion,2022-07-10,2022-07-15,5,1
ABS001796,EMP01143,MIA,Piloto Comandante,Licencia Medica,2022-04-23,2022-05-02,9,1
ABS001797,EMP01664,EZE,Ground Staff,Licencia Medica,2024-07-12,2024-08-09,28,1
ABS001798,EMP01278,EZE,Piloto Comandante,Licencia Medica,2023-10-10,2023-10-12,2,1
ABS001799,EMP00872,GRU,Tripulante Cabina,Vacaciones,2023-06-05,2023-06-19,14,0
ABS001800,EMP00403,MIA,Tripulante Cabina,Vacaciones,2024-01-30,2024-02-19,20,1
ABS001801,EMP01483,SCL,Tecnico Mantencion,Vacaciones,2024-03-11,2024-03-27,16,1
ABS001802,EMP00842,SCL,Tripulante Cabina,Permiso Sin Goce,2022-06-13,2022-06-17,4,0
ABS001803,EMP00863,GRU,Tripulante Cabina,Vacaciones,2024-01-11,2024-01-20,9,1
ABS001804,EMP00413,SCL,Tripulante Cabina,Permiso Sin Goce,2023-03-22,2023-03-31,9,1
ABS001805,EMP00125,MIA,Tripulante Cabina,Vacaciones,2022-07-27,2022-08-05,9,1
ABS001806,EMP01418,SCL,Ground Staff,Licencia Medica,2022-01-04,2022-01-15,11,1
ABS001807,EMP00130,LIM,Agente Check-in,Vacaciones,2022-07-15,2022-07-25,10,
ABS001808,EMP01523,SCL,Tripulante Cabina,Licencia Medica,2023-10-05,2023-10-11,6,1
ABS001809,EMP01515,MIA,Tripulante Cabina,Licencia Medica,2024-09-08,2024-10-02,24,1
ABS001810,EMP00631,MIA,Supervisor Operaciones,Licencia Medica,2022-10-03,2022-10-28,25,1
ABS001811,EMP01672,MAD,Piloto Copiloto,Licencia Medica,2022-05-06,2022-05-20,14,1
ABS001812,EMP00260,SCL,Ground Staff,Permiso Sin Goce,2024-03-02,2024-03-03,1,1
ABS001813,EMP01223,MIA,Tripulante Cabina,Licencia Medica,2023-09-25,2023-10-21,26,1
ABS001814,EMP01752,GRU,Tripulante Cabina,Licencia Medica,2023-01-24,2023-02-03,10,1
ABS001815,EMP00970,SCL,Supervisor Operaciones,Permiso Sin Goce,2024-11-11,2024-11-15,4,1
ABS001816,EMP01506,MIA,Tripulante Cabina,Vacaciones,2022-01-16,2022-01-26,,1
ABS001817,EMP01321,GRU,Agente Check-in,Vacaciones,2023-11-24,2023-12-10,16,1
ABS001818,EMP01494,EZE,Supervisor Operaciones,Capacitacion,2023-04-23,2023-04-26,3,1
ABS001819,EMP01912,BOG,Supervisor Operaciones,Accidente Laboral,2023-10-01,2023-10-10,9,1
ABS001820,EMP00047,SCL,Supervisor Operaciones,Vacaciones,2024-10-13,2024-11-03,21,1
ABS001821,EMP01800,BOG,Tripulante Cabina Senior,Licencia Medica,2024-11-30,2024-12-13,13,1
ABS001822,EMP00218,GRU,Tripulante Cabina,Licencia Medica,2024-08-17,2024-08-29,12,1
ABS001823,EMP00279,SCL,Tripulante Cabina Senior,Licencia Medica,2023-02-11,2023-02-23,12,1
ABS001824,EMP01444,MIA,Supervisor Operaciones,Ausencia Injustificada,2023-10-03,2023-10-13,10,1
ABS001825,EMP00456,BOG,Agente Check-in,Licencia Medica,2023-09-30,2023-10-22,22,0
ABS001826,EMP00040,LIM,Ground Staff,Licencia Medica,2024-01-08,2024-01-09,1,1
ABS001827,EMP01117,MIA,Piloto Comandante,Vacaciones,2024-03-31,,20,
ABS001828,EMP01945,SCL,Tripulante Cabina,Licencia Medica,2023-11-24,2023-12-24,30,1
ABS001829,EMP00941,SCL,Tripulante Cabina Senior,Accidente Laboral,2023-07-04,2023-07-07,3,1
ABS001830,EMP01717,SCL,Piloto Copiloto,Accidente Laboral,2023-08-02,2023-08-11,9,0
ABS001831,EMP01443,JFK,Supervisor Operaciones,Licencia Medica,2024-01-30,,17,0
ABS001832,EMP00762,SCL,Piloto Copiloto,Permiso Sin Goce,2024-01-21,2024-01-31,10,0
ABS001833,EMP01875,LIM,Tripulante Cabina,Permiso Sin Goce,2022-01-26,2022-02-02,7,0
ABS001834,EMP01755,GRU,Piloto Copiloto,Vacaciones,2024-01-23,2024-02-07,15,1
ABS001835,EMP01756,LIM,Agente Check-in,Vacaciones,2024-07-28,2024-08-05,8,1
ABS001836,EMP00855,SCL,Supervisor Operaciones,Vacaciones,2023-01-26,2023-02-11,16,
ABS001837,EMP01935,BOG,Ground Staff,Vacaciones,2024-10-29,2024-11-16,18,1
ABS001838,EMP00939,SCL,Piloto Copiloto,Permiso Sin Goce,2024-04-14,2024-04-15,1,1
ABS001839,EMP00056,SCL,Ground Staff,Licencia Medica,2022-03-18,2022-03-21,3,1
ABS001840,EMP00308,LIM,Tripulante Cabina,Licencia Medica,2022-01-23,2022-02-15,23,1
ABS001841,EMP00189,BOG,Tripulante Cabina Senior,Permiso Sin Goce,2022-09-28,2022-10-05,7,1
ABS001842,EMP01397,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2024-09-14,2024-09-23,9,0
ABS001843,EMP00360,BOG,Tripulante Cabina,Vacaciones,2023-07-29,2023-08-08,10,1
ABS001844,EMP00783,EZE,Supervisor Operaciones,Licencia Medica,2022-10-06,2022-10-14,8,1
ABS001845,EMP01336,GRU,Tripulante Cabina Senior,Capacitacion,2024-03-22,2024-03-25,3,1
ABS001846,EMP00040,EZE,Piloto Copiloto,Vacaciones,2023-12-23,2023-12-31,8,1
ABS001847,EMP01772,SCL,Tripulante Cabina,Vacaciones,2023-10-01,2023-10-18,17,
ABS001848,EMP01583,GRU,Tecnico Mantencion,Ausencia Injustificada,2022-11-14,2022-11-20,6,0
ABS001849,EMP01015,BOG,Tripulante Cabina Senior,Vacaciones,2023-07-11,2023-07-23,12,1
ABS001850,EMP00758,GRU,Agente Check-in,Licencia Medica,2023-01-18,2023-01-28,10,1
ABS001851,EMP01546,GRU,Tripulante Cabina,Vacaciones,2022-07-28,2022-08-17,20,1
ABS001852,EMP00682,GRU,Tecnico Mantencion,Capacitacion,2024-01-26,2024-01-27,1,1
ABS001853,EMP00617,EZE,Supervisor Operaciones,Vacaciones,2023-06-13,2023-07-04,21,1
ABS001854,EMP00673,EZE,Ground Staff,Vacaciones,2023-01-17,2023-01-26,9,1
ABS001855,EMP00095,MIA,Administrativo,Vacaciones,2023-07-30,2023-08-17,18,1
ABS001856,EMP01861,JFK,Tripulante Cabina,Permiso Sin Goce,2023-07-08,2023-07-13,5,1
ABS001857,EMP00690,EZE,Piloto Comandante,Vacaciones,2022-10-08,2022-10-28,20,1
ABS001858,EMP01741,GRU,Piloto Copiloto,Licencia Medica,2023-03-16,2023-04-04,19,0
ABS001859,EMP01750,SCL,Piloto Comandante,Vacaciones,2023-07-17,2023-07-29,12,1
ABS001860,EMP01005,BOG,Tripulante Cabina Senior,Licencia Medica,2022-06-05,2022-06-21,16,1
ABS001861,EMP00027,SCL,Tripulante Cabina,Licencia Medica,2022-07-30,2022-07-31,,1
ABS001862,EMP00946,SCL,Supervisor Operaciones,Vacaciones,2024-02-20,2024-03-02,11,1
ABS001863,EMP00249,BOG,Tripulante Cabina,Capacitacion,2023-06-08,2023-06-12,4,1
ABS001864,EMP00598,SCL,Piloto Comandante,Vacaciones,2022-01-16,2022-01-30,14,1
ABS001865,EMP01537,LIM,Piloto Comandante,Licencia Medica,2024-04-13,2024-04-14,1,1
ABS001866,EMP00613,MIA,Tecnico Mantencion,Permiso Sin Goce,2023-09-22,2023-09-28,6,0
ABS001867,EMP00916,JFK,Tripulante Cabina Senior,Permiso Sin Goce,2023-04-09,2023-04-10,1,1
ABS001868,EMP00463,MIA,Tripulante Cabina,Vacaciones,2023-07-08,2023-07-25,17,1
ABS001869,EMP01508,GRU,Seguridad,Accidente Laboral,2024-01-07,2024-01-13,6,1
ABS001870,EMP00875,EZE,Ground Staff,Licencia Medica,2023-07-28,2023-08-03,6,1
ABS001871,EMP01084,BOG,Piloto Comandante,Vacaciones,2022-07-12,2022-07-29,17,0
ABS001872,EMP00384,SCL,Tripulante Cabina,Ausencia Injustificada,2024-09-20,2024-09-23,3,1
ABS001873,EMP00352,BOG,Seguridad,Licencia Medica,2023-02-04,2023-03-03,27,0
ABS001874,EMP00246,SCL,Tripulante Cabina,Vacaciones,2024-11-24,2024-12-09,15,0
ABS001875,EMP01008,LIM,Piloto Copiloto,Licencia Medica,2023-01-06,2023-01-21,15,1
ABS001876,EMP00325,SCL,Tripulante Cabina,Licencia Medica,2024-09-02,2024-09-16,14,1
ABS001877,EMP01937,GRU,Tripulante Cabina,Permiso Sin Goce,2023-12-24,2023-12-30,6,1
ABS001878,EMP00330,BOG,Supervisor Operaciones,Capacitacion,2024-04-14,2024-04-19,5,1
ABS001879,EMP00643,LIM,Piloto Copiloto,Vacaciones,2023-03-04,2023-03-13,,1
ABS001880,EMP00379,MIA,Ground Staff,Capacitacion,2023-07-17,2023-07-19,2,1
ABS001881,EMP01611,EZE,Tripulante Cabina,Licencia Medica,2023-09-06,2023-09-11,5,1
ABS001882,EMP01540,EZE,Piloto Copiloto,Vacaciones,2024-02-23,2024-03-09,15,1
ABS001883,EMP01623,MAD,Ground Staff,Licencia Medica,2024-01-24,2024-02-18,25,1
ABS001884,EMP01779,LIM,Tripulante Cabina,Vacaciones,2022-08-05,2022-08-25,20,1
ABS001885,EMP01267,SCL,Agente Check-in,Licencia Medica,2022-03-11,2022-04-02,22,0
ABS001886,EMP01262,MIA,Ground Staff,Vacaciones,2022-06-19,2022-07-01,12,1
ABS001887,EMP00251,GRU,Ground Staff,Permiso Sin Goce,2023-08-08,2023-08-10,2,1
ABS001888,EMP01083,LIM,Agente Check-in,Ausencia Injustificada,2024-10-24,2024-10-30,6,1
ABS001889,EMP00538,MIA,Tripulante Cabina Senior,Licencia Medica,2024-07-03,2024-07-20,17,1
ABS001890,EMP00379,MIA,Tripulante Cabina Senior,Capacitacion,2023-07-25,2023-07-28,3,1
ABS001891,EMP01231,SCL,Administrativo,Licencia Medica,2024-02-27,2024-03-06,8,1
ABS001892,EMP01601,BOG,Tecnico Mantencion,Licencia Medica,2022-10-17,2022-10-21,4,1
ABS001893,EMP00725,GRU,Tripulante Cabina,Accidente Laboral,2023-01-08,2023-01-13,5,1
ABS001894,EMP00730,EZE,Administrativo,Permiso Sin Goce,2022-12-24,2022-12-29,5,1
ABS001895,EMP01495,BOG,Piloto Copiloto,Vacaciones,2022-06-10,2022-06-29,19,1
ABS001896,EMP01343,SCL,Tripulante Cabina,Capacitacion,2022-07-28,2022-07-30,2,1
ABS001897,EMP01263,SCL,Piloto Comandante,Vacaciones,2022-01-20,2022-02-06,17,1
ABS001898,EMP01317,BOG,Supervisor Operaciones,Licencia Medica,2022-01-08,2022-01-13,5,1
ABS001899,EMP00891,GRU,Tripulante Cabina,Capacitacion,2023-01-02,2023-01-07,5,0
ABS001900,EMP01566,GRU,Piloto Copiloto,Vacaciones,2022-06-25,2022-07-13,18,1
ABS001901,EMP00558,EZE,Tecnico Mantencion,Ausencia Injustificada,2022-06-04,2022-06-11,7,1
ABS001902,EMP01623,JFK,Tripulante Cabina,Licencia Medica,2024-02-18,,16,1
ABS001903,EMP00327,BOG,Tripulante Cabina Senior,Permiso Sin Goce,2024-12-05,2024-12-10,5,1
ABS001904,EMP01840,LIM,Supervisor Operaciones,Licencia Medica,2024-07-14,,20,0
ABS001905,EMP01041,MIA,Ground Staff,Permiso Sin Goce,2023-01-05,2023-01-07,2,1
ABS001906,EMP01885,MIA,Tripulante Cabina,Capacitacion,2022-08-23,2022-08-26,3,1
ABS001907,EMP01539,SCL,Tecnico Mantencion,Licencia Medica,2024-09-14,2024-09-29,15,1
ABS001908,EMP00487,BOG,Tripulante Cabina Senior,Vacaciones,2024-08-05,2024-08-20,15,1
ABS001909,EMP01173,GRU,Tripulante Cabina,Vacaciones,2024-01-20,2024-02-06,17,0
ABS001910,EMP00100,GRU,Ground Staff,Permiso Sin Goce,2024-03-28,2024-04-06,9,1
ABS001911,EMP01447,GRU,Tripulante Cabina,Licencia Medica,2022-04-29,2022-05-26,27,1
ABS001912,EMP01525,EZE,Supervisor Operaciones,Licencia Medica,2022-07-27,2022-08-15,,
ABS001913,EMP00891,BOG,Seguridad,Permiso Sin Goce,2022-01-03,2022-01-13,10,1
ABS001914,EMP00244,GRU,Tripulante Cabina Senior,Licencia Medica,2024-07-12,2024-08-07,26,1
ABS001915,EMP01037,EZE,Seguridad,Licencia Medica,2022-10-08,2022-10-19,11,1
ABS001916,EMP00586,GRU,Ground Staff,Licencia Medica,2023-07-29,2023-08-19,21,1
ABS001917,EMP00168,LIM,Piloto Copiloto,Accidente Laboral,2024-12-20,2024-12-30,10,1
ABS001918,EMP00364,LIM,Ground Staff,Licencia Medica,2023-08-05,2023-08-15,10,1
ABS001919,EMP00962,MIA,Piloto Copiloto,Capacitacion,2023-10-16,2023-10-19,3,1
ABS001920,EMP01391,GRU,Administrativo,Licencia Medica,2022-07-31,2022-08-28,28,1
ABS001921,EMP01922,SCL,Agente Check-in,Vacaciones,2024-08-27,2024-09-12,16,1
ABS001922,EMP00361,SCL,Tripulante Cabina,Licencia Medica,2022-01-17,2022-02-12,26,1
ABS001923,EMP00729,LIM,Ground Staff,Vacaciones,2024-03-24,2024-04-10,17,1
ABS001924,EMP00425,SCL,Tripulante Cabina,Licencia Medica,2024-07-02,2024-07-17,15,1
ABS001925,EMP01387,JFK,Agente Check-in,Accidente Laboral,2024-05-23,2024-05-31,8,0
ABS001926,EMP01737,MIA,Tripulante Cabina Senior,Vacaciones,2024-04-21,2024-05-06,15,1
ABS001927,EMP00881,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2023-01-24,2023-01-29,5,1
ABS001928,EMP00056,SCL,Tripulante Cabina,Vacaciones,2024-08-12,2024-08-29,17,0
ABS001929,EMP00128,LIM,Agente Check-in,Licencia Medica,2023-10-08,2023-10-15,7,1
ABS001930,EMP01908,GRU,Supervisor Operaciones,Permiso Sin Goce,2022-07-31,2022-08-05,5,1
ABS001931,EMP00736,BOG,Agente Check-in,Licencia Medica,2024-07-08,2024-07-25,17,1
ABS001932,EMP00210,BOG,Tripulante Cabina,Licencia Medica,2022-06-12,2022-06-28,16,1
ABS001933,EMP00737,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2023-07-03,2023-07-11,8,1
ABS001934,EMP00617,BOG,Agente Check-in,Licencia Medica,2022-01-27,2022-02-07,11,
ABS001935,EMP01821,BOG,Tripulante Cabina Senior,Permiso Sin Goce,2024-07-10,2024-07-12,2,1
ABS001936,EMP01552,SCL,Ground Staff,Vacaciones,2022-07-04,2022-07-18,14,1
ABS001937,EMP01026,BOG,Piloto Copiloto,Vacaciones,2022-09-05,2022-09-12,,1
ABS001938,EMP00951,BOG,Tripulante Cabina Senior,Vacaciones,2024-05-01,2024-05-17,16,1
ABS001939,EMP00531,GRU,Tripulante Cabina Senior,Permiso Sin Goce,2023-09-17,2023-09-22,5,1
