attrition_id,employee_id,base_code,role,category,exit_date,reason,seniority_years,contract_type,was_replaced
ATT001468,EMP01152,BOG,Tripulante Cabina,Cabina,2024-09-10,Termino Contrato,3,Indefinido,1
ATT001469,EMP00479,LIM,Supervisor Operaciones,Tierra,2022-10-13,Termino Contrato,5,Indefinido,0
ATT001470,EMP01804,GRU,Tripulante Cabina,Cabina,2022-07-03,Renuncia Voluntaria,0,Indefinido,1
ATT001471,EMP00272,SCL,Agente Check-in,Tierra,2023-04-15,Renuncia Voluntaria,2,Indefinido,0
ATT001472,EMP00664,LIM,Ground Staff,Tierra,2022-02-03,Renuncia Voluntaria,10,Indefinido,0
ATT001473,EMP00135,BOG,Supervisor Operaciones,Tierra,2023-08-07,Renuncia Voluntaria,12,Honorarios,1
ATT001474,EMP01736,BOG,Tecnico Mantencion,Tierra,2024-04-05,Renuncia Voluntaria,,Plazo Fijo,1
ATT001475,EMP01539,GRU,Ground Staff,Tierra,2023-01-13,Traslado Base,5,Plazo Fijo,1
ATT001476,EMP01682,SCL,Ground Staff,Tierra,2022-08-27,Termino Contrato,7,Indefinido,0
ATT001477,EMP01763,MIA,Ground Staff,Tierra,2024-05-16,Renuncia Voluntaria,2,Indefinido,0
ATT001478,EMP00156,BOG,Administrativo,Admin,2024-01-08,Despido,0,Indefinido,
ATT001479,EMP00772,EZE,Tecnico Mantencion,Tierra,2024-03-16,Termino Contrato,,Indefinido,0
ATT001480,EMP00634,LIM,Tripulante Cabina,Cabina,2024-01-29,Termino Contrato,0,Plazo Fijo,1
ATT001481,EMP01060,GRU,Piloto Comandante,Cockpit,2022-11-11,Jubilacion,11,Indefinido,1
ATT001482,EMP01792,JFK,Tripulante Cabina,Cabina,2024-07-06,Renuncia Voluntaria,14,Indefinido,0
ATT001483,EMP01817,LIM,Administrativo,Admin,2024-07-26,Termino Contrato,3,Indefinido,1
ATT001484,EMP00993,JFK,Supervisor Operaciones,Tierra,2023-04-18,Termino Contrato,6,Plazo Fijo,1
ATT001485,EMP01068,BOG,Ground Staff,Tierra,2023-05-24,Termino Contrato,7,Indefinido,1
ATT001486,EMP01931,LIM,Seguridad,Tierra,2024-07-12,Renuncia Voluntaria,11,Indefinido,0
ATT001487,EMP01500,MAD,Piloto Comandante,Cockpit,2023-09-21,Termino Contrato,15,Indefinido,0
ATT001488,EMP01775,EZE,Tripulante Cabina,Cabina,2024-11-30,Renuncia Voluntaria,4,Indefinido,1
ATT001489,EMP00965,GRU,Agente Check-in,Tierra,2024-12-09,Jubilacion,3,Part-time,0
ATT001490,EMP00711,LIM,Ground Staff,Tierra,2024-07-04,Jubilacion,9,Indefinido,1
ATT001491,EMP00592,BOG,Tecnico Mantencion,Tierra,2022-06-18,Jubilacion,1,Indefinido,
ATT001492,EMP00452,GRU,Ground Staff,Tierra,2024-07-27,Renuncia Voluntaria,0,Part-time,1
ATT001493,EMP00221,LIM,Piloto Comandante,Cockpit,2022-09-17,Termino Contrato,13,Indefinido,0
ATT001494,EMP00034,GRU,Ground Staff,Tierra,2023-01-06,Renuncia Voluntaria,11,Plazo Fijo,1
ATT001495,EMP01706,BOG,Tripulante Cabina,Cabina,2022-05-25,Termino Contrato,15,Part-time,0
ATT001496,EMP00360,GRU,Tripulante Cabina,Cabina,2022-01-18,Termino Contrato,14,Indefinido,1
ATT001497,EMP00312,GRU,Tecnico Mantencion,Tierra,2023-03-02,Traslado Base,11,Indefinido,0
ATT001498,EMP01376,SCL,Ground Staff,Tierra,2024-01-16,Jubilacion,3,Plazo Fijo,1
ATT001499,EMP00353,BOG,Seguridad,Tierra,2024-08-15,Traslado Base,15,Indefinido,0
ATT001500,EMP01240,GRU,Tripulante Cabina,Cabina,2023-08-28,Traslado Base,9,Indefinido,
